,Mouse,Amplitude,Day,TimeBin,Sleep,Proportion
82,Ca_EEG2-1,1.5mA,PostNeutral,17.0,sleep,36.333333333333336
83,Ca_EEG2-1,1.5mA,PostNeutral,17.0,wake,63.66666666666667
84,Ca_EEG2-1,1.5mA,PostNeutral,18.0,sleep,10.333333333333334
85,Ca_EEG2-1,1.5mA,PostNeutral,18.0,wake,89.66666666666666
86,Ca_EEG2-1,1.5mA,PostNeutral,19.0,sleep,66.66666666666667
87,Ca_EEG2-1,1.5mA,PostNeutral,19.0,wake,33.33333333333333
88,Ca_EEG2-1,1.5mA,PostNeutral,20.0,sleep,16.166666666666668
89,Ca_EEG2-1,1.5mA,PostNeutral,20.0,wake,83.83333333333334
90,Ca_EEG2-1,1.5mA,PostNeutral,21.0,sleep,7.333333333333333
91,Ca_EEG2-1,1.5mA,PostNeutral,21.0,wake,92.66666666666666
92,Ca_EEG2-1,1.5mA,PostNeutral,22.0,sleep,11.666666666666666
93,Ca_EEG2-1,1.5mA,PostNeutral,22.0,wake,88.33333333333333
94,Ca_EEG2-1,1.5mA,PostNeutral,23.0,sleep,66.5
95,Ca_EEG2-1,1.5mA,PostNeutral,23.0,wake,33.5
96,Ca_EEG2-1,1.5mA,PreNeutral,0.0,sleep,43.33333333333333
97,Ca_EEG2-1,1.5mA,PreNeutral,0.0,wake,56.666666666666664
98,Ca_EEG2-1,1.5mA,PreNeutral,1.0,sleep,28.333333333333332
99,Ca_EEG2-1,1.5mA,PreNeutral,1.0,wake,71.66666666666667
100,Ca_EEG2-1,1.5mA,PreNeutral,2.0,sleep,79.66666666666667
101,Ca_EEG2-1,1.5mA,PreNeutral,2.0,wake,20.333333333333332
102,Ca_EEG2-1,1.5mA,PreNeutral,3.0,sleep,8.833333333333334
103,Ca_EEG2-1,1.5mA,PreNeutral,3.0,wake,91.16666666666666
104,Ca_EEG2-1,1.5mA,PreNeutral,4.0,sleep,17.333333333333332
105,Ca_EEG2-1,1.5mA,PreNeutral,4.0,wake,82.66666666666667
106,Ca_EEG2-1,1.5mA,PreNeutral,5.0,sleep,26.666666666666664
107,Ca_EEG2-1,1.5mA,PreNeutral,5.0,wake,73.33333333333333
108,Ca_EEG2-1,1.5mA,PreNeutral,6.0,sleep,43.83333333333333
109,Ca_EEG2-1,1.5mA,PreNeutral,6.0,wake,56.166666666666664
110,Ca_EEG2-1,1.5mA,PreNeutral,7.0,sleep,33.166666666666664
111,Ca_EEG2-1,1.5mA,PreNeutral,7.0,wake,66.83333333333333
112,Ca_EEG2-1,1.5mA,PreNeutral,8.0,sleep,55.333333333333336
113,Ca_EEG2-1,1.5mA,PreNeutral,8.0,wake,44.666666666666664
114,Ca_EEG2-1,1.5mA,PreNeutral,9.0,sleep,10.666666666666666
115,Ca_EEG2-1,1.5mA,PreNeutral,9.0,wake,89.33333333333333
116,Ca_EEG2-1,1.5mA,PreNeutral,10.0,sleep,0.16666666666666669
117,Ca_EEG2-1,1.5mA,PreNeutral,10.0,wake,99.83333333333333
118,Ca_EEG2-1,1.5mA,PreNeutral,11.0,sleep,0.16666666666666669
119,Ca_EEG2-1,1.5mA,PreNeutral,11.0,wake,99.83333333333333
120,Ca_EEG2-1,1.5mA,PreNeutral,12.0,sleep,6.333333333333333
121,Ca_EEG2-1,1.5mA,PreNeutral,12.0,wake,93.66666666666667
122,Ca_EEG2-1,1.5mA,PreNeutral,13.0,sleep,0.0
123,Ca_EEG2-1,1.5mA,PreNeutral,13.0,wake,100.0
124,Ca_EEG2-1,1.5mA,PreNeutral,14.0,sleep,0.0
125,Ca_EEG2-1,1.5mA,PreNeutral,14.0,wake,100.0
126,Ca_EEG2-1,1.5mA,PreNeutral,15.0,sleep,3.5000000000000004
127,Ca_EEG2-1,1.5mA,PreNeutral,15.0,wake,96.5
128,Ca_EEG2-1,1.5mA,PreNeutral,16.0,sleep,78.33333333333334
129,Ca_EEG2-1,1.5mA,PreNeutral,16.0,wake,21.666666666666668
130,Ca_EEG2-1,1.5mA,PreNeutral,17.0,sleep,56.66666666666667
131,Ca_EEG2-1,1.5mA,PreNeutral,17.0,wake,43.333333333333336
132,Ca_EEG2-1,1.5mA,PreNeutral,18.0,sleep,18.5
133,Ca_EEG2-1,1.5mA,PreNeutral,18.0,wake,81.5
134,Ca_EEG2-1,1.5mA,PreNeutral,19.0,sleep,3.833333333333333
135,Ca_EEG2-1,1.5mA,PreNeutral,19.0,wake,96.16666666666667
136,Ca_EEG2-1,1.5mA,PreNeutral,20.0,sleep,7.166666666666667
137,Ca_EEG2-1,1.5mA,PreNeutral,20.0,wake,92.83333333333333
138,Ca_EEG2-1,1.5mA,PreNeutral,21.0,sleep,24.666666666666668
139,Ca_EEG2-1,1.5mA,PreNeutral,21.0,wake,75.33333333333333
140,Ca_EEG2-1,1.5mA,PreNeutral,22.0,sleep,42.333333333333336
141,Ca_EEG2-1,1.5mA,PreNeutral,22.0,wake,57.666666666666664
142,Ca_EEG2-1,1.5mA,PreNeutral,23.0,sleep,16.166666666666664
143,Ca_EEG2-1,1.5mA,PreNeutral,23.0,wake,83.83333333333334
144,Ca_EEG2-2,1.5mA,PostAversive,0.0,sleep,62.00000000000001
145,Ca_EEG2-2,1.5mA,PostAversive,0.0,wake,38.0
146,Ca_EEG2-2,1.5mA,PostAversive,1.0,sleep,76.66666666666666
147,Ca_EEG2-2,1.5mA,PostAversive,1.0,wake,23.333333333333332
148,Ca_EEG2-2,1.5mA,PostAversive,2.0,sleep,67.66666666666667
149,Ca_EEG2-2,1.5mA,PostAversive,2.0,wake,32.33333333333333
150,Ca_EEG2-2,1.5mA,PostAversive,3.0,sleep,97.66666666666666
151,Ca_EEG2-2,1.5mA,PostAversive,3.0,wake,2.3333333333333335
152,Ca_EEG2-2,1.5mA,PostAversive,4.0,sleep,86.66666666666666
153,Ca_EEG2-2,1.5mA,PostAversive,4.0,wake,13.333333333333334
154,Ca_EEG2-2,1.5mA,PostAversive,5.0,sleep,43.33333333333333
155,Ca_EEG2-2,1.5mA,PostAversive,5.0,wake,56.666666666666664
156,Ca_EEG2-2,1.5mA,PostAversive,6.0,sleep,82.83333333333334
157,Ca_EEG2-2,1.5mA,PostAversive,6.0,wake,17.166666666666668
158,Ca_EEG2-2,1.5mA,PostAversive,7.0,sleep,53.00000000000001
159,Ca_EEG2-2,1.5mA,PostAversive,7.0,wake,47.0
160,Ca_EEG2-2,1.5mA,PostAversive,8.0,sleep,37.66666666666667
161,Ca_EEG2-2,1.5mA,PostAversive,8.0,wake,62.33333333333333
162,Ca_EEG2-2,1.5mA,PostAversive,9.0,sleep,32.33333333333333
163,Ca_EEG2-2,1.5mA,PostAversive,9.0,wake,67.66666666666666
164,Ca_EEG2-2,1.5mA,PostAversive,10.0,sleep,45.16666666666667
165,Ca_EEG2-2,1.5mA,PostAversive,10.0,wake,54.833333333333336
166,Ca_EEG2-2,1.5mA,PostAversive,11.0,sleep,73.83333333333333
167,Ca_EEG2-2,1.5mA,PostAversive,11.0,wake,26.166666666666664
168,Ca_EEG2-2,1.5mA,PostAversive,12.0,sleep,30.833333333333336
169,Ca_EEG2-2,1.5mA,PostAversive,12.0,wake,69.16666666666667
170,Ca_EEG2-2,1.5mA,PostAversive,13.0,sleep,0.16666666666666669
171,Ca_EEG2-2,1.5mA,PostAversive,13.0,wake,99.83333333333333
172,Ca_EEG2-2,1.5mA,PostAversive,14.0,sleep,43.833333333333336
173,Ca_EEG2-2,1.5mA,PostAversive,14.0,wake,56.166666666666664
174,Ca_EEG2-2,1.5mA,PostAversive,15.0,sleep,96.16666666666667
175,Ca_EEG2-2,1.5mA,PostAversive,15.0,wake,3.833333333333333
176,Ca_EEG2-2,1.5mA,PostAversive,16.0,sleep,84.33333333333334
177,Ca_EEG2-2,1.5mA,PostAversive,16.0,wake,15.666666666666668
178,Ca_EEG2-2,1.5mA,PostAversive,17.0,sleep,77.16666666666667
179,Ca_EEG2-2,1.5mA,PostAversive,17.0,wake,22.833333333333332
180,Ca_EEG2-2,1.5mA,PostAversive,18.0,sleep,65.5
181,Ca_EEG2-2,1.5mA,PostAversive,18.0,wake,34.5
182,Ca_EEG2-2,1.5mA,PostAversive,19.0,sleep,84.50000000000001
183,Ca_EEG2-2,1.5mA,PostAversive,19.0,wake,15.5
184,Ca_EEG2-2,1.5mA,PostAversive,20.0,sleep,23.333333333333332
185,Ca_EEG2-2,1.5mA,PostAversive,20.0,wake,76.66666666666667
186,Ca_EEG2-2,1.5mA,PostAversive,21.0,sleep,92.5
187,Ca_EEG2-2,1.5mA,PostAversive,21.0,wake,7.5
188,Ca_EEG2-2,1.5mA,PostAversive,22.0,sleep,85.0
189,Ca_EEG2-2,1.5mA,PostAversive,22.0,wake,15.0
190,Ca_EEG2-2,1.5mA,PostAversive,23.0,sleep,61.963190184049076
191,Ca_EEG2-2,1.5mA,PostAversive,23.0,wake,38.036809815950924
192,Ca_EEG2-2,1.5mA,PostNeutral,0.0,sleep,64.16666666666667
193,Ca_EEG2-2,1.5mA,PostNeutral,0.0,wake,35.833333333333336
194,Ca_EEG2-2,1.5mA,PostNeutral,1.0,sleep,94.00000000000001
195,Ca_EEG2-2,1.5mA,PostNeutral,1.0,wake,6.0
196,Ca_EEG2-2,1.5mA,PostNeutral,2.0,sleep,58.666666666666664
197,Ca_EEG2-2,1.5mA,PostNeutral,2.0,wake,41.333333333333336
198,Ca_EEG2-2,1.5mA,PostNeutral,3.0,sleep,76.83333333333334
199,Ca_EEG2-2,1.5mA,PostNeutral,3.0,wake,23.166666666666664
200,Ca_EEG2-2,1.5mA,PostNeutral,4.0,sleep,46.666666666666664
201,Ca_EEG2-2,1.5mA,PostNeutral,4.0,wake,53.333333333333336
202,Ca_EEG2-2,1.5mA,PostNeutral,5.0,sleep,96.0
203,Ca_EEG2-2,1.5mA,PostNeutral,5.0,wake,4.0
204,Ca_EEG2-2,1.5mA,PostNeutral,6.0,sleep,17.0
205,Ca_EEG2-2,1.5mA,PostNeutral,6.0,wake,83.0
206,Ca_EEG2-2,1.5mA,PostNeutral,7.0,sleep,89.16666666666666
207,Ca_EEG2-2,1.5mA,PostNeutral,7.0,wake,10.833333333333334
208,Ca_EEG2-2,1.5mA,PostNeutral,8.0,sleep,63.5
209,Ca_EEG2-2,1.5mA,PostNeutral,8.0,wake,36.5
210,Ca_EEG2-2,1.5mA,PostNeutral,9.0,sleep,9.5
211,Ca_EEG2-2,1.5mA,PostNeutral,9.0,wake,90.5
212,Ca_EEG2-2,1.5mA,PostNeutral,10.0,sleep,13.5
213,Ca_EEG2-2,1.5mA,PostNeutral,10.0,wake,86.5
214,Ca_EEG2-2,1.5mA,PostNeutral,11.0,sleep,32.166666666666664
215,Ca_EEG2-2,1.5mA,PostNeutral,11.0,wake,67.83333333333333
216,Ca_EEG2-2,1.5mA,PostNeutral,12.0,sleep,0.0
217,Ca_EEG2-2,1.5mA,PostNeutral,12.0,wake,100.0
218,Ca_EEG2-2,1.5mA,PostNeutral,13.0,sleep,22.333333333333336
219,Ca_EEG2-2,1.5mA,PostNeutral,13.0,wake,77.66666666666666
220,Ca_EEG2-2,1.5mA,PostNeutral,14.0,sleep,74.5
221,Ca_EEG2-2,1.5mA,PostNeutral,14.0,wake,25.5
222,Ca_EEG2-2,1.5mA,PostNeutral,15.0,sleep,70.99999999999999
223,Ca_EEG2-2,1.5mA,PostNeutral,15.0,wake,28.999999999999996
224,Ca_EEG2-2,1.5mA,PostNeutral,16.0,sleep,55.166666666666664
225,Ca_EEG2-2,1.5mA,PostNeutral,16.0,wake,44.83333333333333
226,Ca_EEG2-2,1.5mA,PostNeutral,17.0,sleep,86.16666666666667
227,Ca_EEG2-2,1.5mA,PostNeutral,17.0,wake,13.833333333333334
228,Ca_EEG2-2,1.5mA,PostNeutral,18.0,sleep,57.833333333333336
229,Ca_EEG2-2,1.5mA,PostNeutral,18.0,wake,42.16666666666667
230,Ca_EEG2-2,1.5mA,PostNeutral,19.0,sleep,46.83333333333333
231,Ca_EEG2-2,1.5mA,PostNeutral,19.0,wake,53.166666666666664
232,Ca_EEG2-2,1.5mA,PostNeutral,20.0,sleep,49.166666666666664
233,Ca_EEG2-2,1.5mA,PostNeutral,20.0,wake,50.83333333333333
234,Ca_EEG2-2,1.5mA,PostNeutral,21.0,sleep,90.33333333333334
235,Ca_EEG2-2,1.5mA,PostNeutral,21.0,wake,9.666666666666666
236,Ca_EEG2-2,1.5mA,PostNeutral,22.0,sleep,61.5
237,Ca_EEG2-2,1.5mA,PostNeutral,22.0,wake,38.5
238,Ca_EEG2-2,1.5mA,PostNeutral,23.0,sleep,94.5
239,Ca_EEG2-2,1.5mA,PostNeutral,23.0,wake,5.5
240,Ca_EEG2-2,1.5mA,PreNeutral,0.0,sleep,45.99236641221374
241,Ca_EEG2-2,1.5mA,PreNeutral,0.0,wake,54.007633587786266
242,Ca_EEG2-2,1.5mA,PreNeutral,1.0,sleep,78.66666666666667
243,Ca_EEG2-2,1.5mA,PreNeutral,1.0,wake,21.333333333333336
244,Ca_EEG2-2,1.5mA,PreNeutral,2.0,sleep,94.66666666666667
245,Ca_EEG2-2,1.5mA,PreNeutral,2.0,wake,5.333333333333334
246,Ca_EEG2-2,1.5mA,PreNeutral,3.0,sleep,79.0
247,Ca_EEG2-2,1.5mA,PreNeutral,3.0,wake,21.0
248,Ca_EEG2-2,1.5mA,PreNeutral,4.0,sleep,84.66666666666667
249,Ca_EEG2-2,1.5mA,PreNeutral,4.0,wake,15.333333333333332
250,Ca_EEG2-2,1.5mA,PreNeutral,5.0,sleep,48.5
251,Ca_EEG2-2,1.5mA,PreNeutral,5.0,wake,51.5
252,Ca_EEG2-2,1.5mA,PreNeutral,6.0,sleep,69.83333333333334
253,Ca_EEG2-2,1.5mA,PreNeutral,6.0,wake,30.166666666666668
254,Ca_EEG2-2,1.5mA,PreNeutral,7.0,sleep,60.333333333333336
255,Ca_EEG2-2,1.5mA,PreNeutral,7.0,wake,39.666666666666664
256,Ca_EEG2-2,1.5mA,PreNeutral,8.0,sleep,29.999999999999996
257,Ca_EEG2-2,1.5mA,PreNeutral,8.0,wake,70.0
258,Ca_EEG2-2,1.5mA,PreNeutral,9.0,sleep,0.0
259,Ca_EEG2-2,1.5mA,PreNeutral,9.0,wake,100.0
260,Ca_EEG2-2,1.5mA,PreNeutral,10.0,sleep,16.166666666666664
261,Ca_EEG2-2,1.5mA,PreNeutral,10.0,wake,83.83333333333334
262,Ca_EEG2-2,1.5mA,PreNeutral,11.0,sleep,13.5
263,Ca_EEG2-2,1.5mA,PreNeutral,11.0,wake,86.5
264,Ca_EEG2-2,1.5mA,PreNeutral,12.0,sleep,64.33333333333334
265,Ca_EEG2-2,1.5mA,PreNeutral,12.0,wake,35.66666666666667
266,Ca_EEG2-2,1.5mA,PreNeutral,13.0,sleep,11.333333333333332
267,Ca_EEG2-2,1.5mA,PreNeutral,13.0,wake,88.66666666666667
268,Ca_EEG2-2,1.5mA,PreNeutral,14.0,sleep,21.0
269,Ca_EEG2-2,1.5mA,PreNeutral,14.0,wake,79.0
270,Ca_EEG2-2,1.5mA,PreNeutral,15.0,sleep,85.66666666666666
271,Ca_EEG2-2,1.5mA,PreNeutral,15.0,wake,14.333333333333334
272,Ca_EEG2-2,1.5mA,PreNeutral,16.0,sleep,89.83333333333333
273,Ca_EEG2-2,1.5mA,PreNeutral,16.0,wake,10.166666666666666
274,Ca_EEG2-2,1.5mA,PreNeutral,17.0,sleep,79.0
275,Ca_EEG2-2,1.5mA,PreNeutral,17.0,wake,21.0
276,Ca_EEG2-2,1.5mA,PreNeutral,18.0,sleep,52.666666666666664
277,Ca_EEG2-2,1.5mA,PreNeutral,18.0,wake,47.333333333333336
278,Ca_EEG2-2,1.5mA,PreNeutral,19.0,sleep,75.16666666666666
279,Ca_EEG2-2,1.5mA,PreNeutral,19.0,wake,24.833333333333332
280,Ca_EEG2-2,1.5mA,PreNeutral,20.0,sleep,25.166666666666668
281,Ca_EEG2-2,1.5mA,PreNeutral,20.0,wake,74.83333333333333
282,Ca_EEG2-2,1.5mA,PreNeutral,21.0,sleep,37.99999999999999
283,Ca_EEG2-2,1.5mA,PreNeutral,21.0,wake,62.0
284,Ca_EEG2-2,1.5mA,PreNeutral,22.0,sleep,92.5
285,Ca_EEG2-2,1.5mA,PreNeutral,22.0,wake,7.5
286,Ca_EEG2-2,1.5mA,PreNeutral,23.0,sleep,65.625
287,Ca_EEG2-2,1.5mA,PreNeutral,23.0,wake,34.375
288,Ca_EEG2-3,1.5mA,PostAversive,0.0,sleep,47.33333333333333
289,Ca_EEG2-3,1.5mA,PostAversive,0.0,wake,52.666666666666664
290,Ca_EEG2-3,1.5mA,PostAversive,1.0,sleep,52.333333333333336
291,Ca_EEG2-3,1.5mA,PostAversive,1.0,wake,47.66666666666667
292,Ca_EEG2-3,1.5mA,PostAversive,2.0,sleep,72.66666666666666
293,Ca_EEG2-3,1.5mA,PostAversive,2.0,wake,27.333333333333332
294,Ca_EEG2-3,1.5mA,PostAversive,3.0,sleep,66.5
295,Ca_EEG2-3,1.5mA,PostAversive,3.0,wake,33.5
296,Ca_EEG2-3,1.5mA,PostAversive,4.0,sleep,76.49999999999999
297,Ca_EEG2-3,1.5mA,PostAversive,4.0,wake,23.5
298,Ca_EEG2-3,1.5mA,PostAversive,5.0,sleep,46.0
299,Ca_EEG2-3,1.5mA,PostAversive,5.0,wake,54.0
300,Ca_EEG2-3,1.5mA,PostAversive,6.0,sleep,62.5
301,Ca_EEG2-3,1.5mA,PostAversive,6.0,wake,37.5
302,Ca_EEG2-3,1.5mA,PostAversive,7.0,sleep,70.83333333333333
303,Ca_EEG2-3,1.5mA,PostAversive,7.0,wake,29.166666666666668
304,Ca_EEG2-3,1.5mA,PostAversive,8.0,sleep,27.666666666666664
305,Ca_EEG2-3,1.5mA,PostAversive,8.0,wake,72.33333333333334
306,Ca_EEG2-3,1.5mA,PostAversive,9.0,sleep,40.16666666666667
307,Ca_EEG2-3,1.5mA,PostAversive,9.0,wake,59.833333333333336
308,Ca_EEG2-3,1.5mA,PostAversive,10.0,sleep,25.0
309,Ca_EEG2-3,1.5mA,PostAversive,10.0,wake,75.0
310,Ca_EEG2-3,1.5mA,PostAversive,11.0,sleep,0.0
311,Ca_EEG2-3,1.5mA,PostAversive,11.0,wake,100.0
312,Ca_EEG2-3,1.5mA,PostAversive,12.0,sleep,45.0
313,Ca_EEG2-3,1.5mA,PostAversive,12.0,wake,55.00000000000001
314,Ca_EEG2-3,1.5mA,PostAversive,13.0,sleep,62.83333333333333
315,Ca_EEG2-3,1.5mA,PostAversive,13.0,wake,37.166666666666664
316,Ca_EEG2-3,1.5mA,PostAversive,14.0,sleep,54.66666666666667
317,Ca_EEG2-3,1.5mA,PostAversive,14.0,wake,45.33333333333333
318,Ca_EEG2-3,1.5mA,PostAversive,15.0,sleep,55.333333333333336
319,Ca_EEG2-3,1.5mA,PostAversive,15.0,wake,44.666666666666664
320,Ca_EEG2-3,1.5mA,PostAversive,16.0,sleep,50.833333333333336
321,Ca_EEG2-3,1.5mA,PostAversive,16.0,wake,49.166666666666664
322,Ca_EEG2-3,1.5mA,PostAversive,17.0,sleep,63.666666666666664
323,Ca_EEG2-3,1.5mA,PostAversive,17.0,wake,36.333333333333336
324,Ca_EEG2-3,1.5mA,PostAversive,18.0,sleep,34.83333333333333
325,Ca_EEG2-3,1.5mA,PostAversive,18.0,wake,65.16666666666666
326,Ca_EEG2-3,1.5mA,PostAversive,19.0,sleep,16.333333333333332
327,Ca_EEG2-3,1.5mA,PostAversive,19.0,wake,83.66666666666667
328,Ca_EEG2-3,1.5mA,PostAversive,20.0,sleep,83.16666666666667
329,Ca_EEG2-3,1.5mA,PostAversive,20.0,wake,16.833333333333332
330,Ca_EEG2-3,1.5mA,PostAversive,21.0,sleep,68.5
331,Ca_EEG2-3,1.5mA,PostAversive,21.0,wake,31.5
332,Ca_EEG2-3,1.5mA,PostAversive,22.0,sleep,57.5
333,Ca_EEG2-3,1.5mA,PostAversive,22.0,wake,42.5
334,Ca_EEG2-3,1.5mA,PostAversive,23.0,sleep,74.73903966597078
335,Ca_EEG2-3,1.5mA,PostAversive,23.0,wake,25.260960334029225
336,Ca_EEG2-3,1.5mA,PostNeutral,0.0,sleep,53.666666666666664
337,Ca_EEG2-3,1.5mA,PostNeutral,0.0,wake,46.33333333333333
338,Ca_EEG2-3,1.5mA,PostNeutral,1.0,sleep,66.5
339,Ca_EEG2-3,1.5mA,PostNeutral,1.0,wake,33.5
340,Ca_EEG2-3,1.5mA,PostNeutral,2.0,sleep,83.0
341,Ca_EEG2-3,1.5mA,PostNeutral,2.0,wake,17.0
342,Ca_EEG2-3,1.5mA,PostNeutral,3.0,sleep,46.16666666666667
343,Ca_EEG2-3,1.5mA,PostNeutral,3.0,wake,53.833333333333336
344,Ca_EEG2-3,1.5mA,PostNeutral,4.0,sleep,84.16666666666666
345,Ca_EEG2-3,1.5mA,PostNeutral,4.0,wake,15.833333333333332
346,Ca_EEG2-3,1.5mA,PostNeutral,5.0,sleep,55.5
347,Ca_EEG2-3,1.5mA,PostNeutral,5.0,wake,44.5
348,Ca_EEG2-3,1.5mA,PostNeutral,6.0,sleep,59.833333333333336
