,Mouse,Amplitude,Day,TimeBin,Sleep,Proportion
74,Ca_EEG2-1,1.5mA,PostNeutral,1.0833333333333333,sleep,100.0
75,Ca_EEG2-1,1.5mA,PostNeutral,1.0833333333333333,wake,0.0
76,Ca_EEG2-1,1.5mA,PostNeutral,1.1666666666666667,sleep,98.0
77,Ca_EEG2-1,1.5mA,PostNeutral,1.1666666666666667,wake,2.0
78,Ca_EEG2-1,1.5mA,PostNeutral,1.25,sleep,96.0
79,Ca_EEG2-1,1.5mA,PostNeutral,1.25,wake,4.0
80,Ca_EEG2-1,1.5mA,PostNeutral,1.3333333333333333,sleep,100.0
81,Ca_EEG2-1,1.5mA,PostNeutral,1.3333333333333333,wake,0.0
82,Ca_EEG2-1,1.5mA,PostNeutral,1.4166666666666667,sleep,98.0
83,Ca_EEG2-1,1.5mA,PostNeutral,1.4166666666666667,wake,2.0
84,Ca_EEG2-1,1.5mA,PostNeutral,1.5,sleep,96.0
85,Ca_EEG2-1,1.5mA,PostNeutral,1.5,wake,4.0
86,Ca_EEG2-1,1.5mA,PostNeutral,1.5833333333333333,sleep,74.0
87,Ca_EEG2-1,1.5mA,PostNeutral,1.5833333333333333,wake,26.0
88,Ca_EEG2-1,1.5mA,PostNeutral,1.6666666666666667,sleep,94.0
89,Ca_EEG2-1,1.5mA,PostNeutral,1.6666666666666667,wake,6.0
90,Ca_EEG2-1,1.5mA,PostNeutral,1.75,sleep,98.0
91,Ca_EEG2-1,1.5mA,PostNeutral,1.75,wake,2.0
92,Ca_EEG2-1,1.5mA,PostNeutral,1.8333333333333333,sleep,96.0
93,Ca_EEG2-1,1.5mA,PostNeutral,1.8333333333333333,wake,4.0
94,Ca_EEG2-1,1.5mA,PostNeutral,1.9166666666666667,sleep,98.0
95,Ca_EEG2-1,1.5mA,PostNeutral,1.9166666666666667,wake,2.0
96,Ca_EEG2-1,1.5mA,PreNeutral,0.0,sleep,52.0
97,Ca_EEG2-1,1.5mA,PreNeutral,0.0,wake,48.0
98,Ca_EEG2-1,1.5mA,PreNeutral,0.08333333333333333,sleep,86.0
99,Ca_EEG2-1,1.5mA,PreNeutral,0.08333333333333333,wake,14.000000000000002
100,Ca_EEG2-1,1.5mA,PreNeutral,0.16666666666666666,sleep,76.0
101,Ca_EEG2-1,1.5mA,PreNeutral,0.16666666666666666,wake,24.0
102,Ca_EEG2-1,1.5mA,PreNeutral,0.25,sleep,86.0
103,Ca_EEG2-1,1.5mA,PreNeutral,0.25,wake,14.000000000000002
104,Ca_EEG2-1,1.5mA,PreNeutral,0.3333333333333333,sleep,100.0
105,Ca_EEG2-1,1.5mA,PreNeutral,0.3333333333333333,wake,0.0
106,Ca_EEG2-1,1.5mA,PreNeutral,0.4166666666666667,sleep,100.0
107,Ca_EEG2-1,1.5mA,PreNeutral,0.4166666666666667,wake,0.0
108,Ca_EEG2-1,1.5mA,PreNeutral,0.5,sleep,18.0
109,Ca_EEG2-1,1.5mA,PreNeutral,0.5,wake,82.0
110,Ca_EEG2-1,1.5mA,PreNeutral,0.5833333333333334,sleep,2.0
111,Ca_EEG2-1,1.5mA,PreNeutral,0.5833333333333334,wake,98.0
112,Ca_EEG2-1,1.5mA,PreNeutral,0.6666666666666666,sleep,0.0
113,Ca_EEG2-1,1.5mA,PreNeutral,0.6666666666666666,wake,100.0
114,Ca_EEG2-1,1.5mA,PreNeutral,0.75,sleep,0.0
115,Ca_EEG2-1,1.5mA,PreNeutral,0.75,wake,100.0
116,Ca_EEG2-1,1.5mA,PreNeutral,0.8333333333333334,sleep,0.0
117,Ca_EEG2-1,1.5mA,PreNeutral,0.8333333333333334,wake,100.0
118,Ca_EEG2-1,1.5mA,PreNeutral,0.9166666666666666,sleep,0.0
119,Ca_EEG2-1,1.5mA,PreNeutral,0.9166666666666666,wake,100.0
120,Ca_EEG2-1,1.5mA,PreNeutral,1.0,sleep,0.0
121,Ca_EEG2-1,1.5mA,PreNeutral,1.0,wake,100.0
122,Ca_EEG2-1,1.5mA,PreNeutral,1.0833333333333333,sleep,0.0
123,Ca_EEG2-1,1.5mA,PreNeutral,1.0833333333333333,wake,100.0
124,Ca_EEG2-1,1.5mA,PreNeutral,1.1666666666666667,sleep,0.0
125,Ca_EEG2-1,1.5mA,PreNeutral,1.1666666666666667,wake,100.0
126,Ca_EEG2-1,1.5mA,PreNeutral,1.25,sleep,0.0
127,Ca_EEG2-1,1.5mA,PreNeutral,1.25,wake,100.0
128,Ca_EEG2-1,1.5mA,PreNeutral,1.3333333333333333,sleep,6.0
129,Ca_EEG2-1,1.5mA,PreNeutral,1.3333333333333333,wake,94.0
130,Ca_EEG2-1,1.5mA,PreNeutral,1.4166666666666667,sleep,0.0
131,Ca_EEG2-1,1.5mA,PreNeutral,1.4166666666666667,wake,100.0
132,Ca_EEG2-1,1.5mA,PreNeutral,1.5,sleep,0.0
133,Ca_EEG2-1,1.5mA,PreNeutral,1.5,wake,100.0
134,Ca_EEG2-1,1.5mA,PreNeutral,1.5833333333333333,sleep,20.0
135,Ca_EEG2-1,1.5mA,PreNeutral,1.5833333333333333,wake,80.0
136,Ca_EEG2-1,1.5mA,PreNeutral,1.6666666666666667,sleep,36.0
137,Ca_EEG2-1,1.5mA,PreNeutral,1.6666666666666667,wake,64.0
138,Ca_EEG2-1,1.5mA,PreNeutral,1.75,sleep,84.0
139,Ca_EEG2-1,1.5mA,PreNeutral,1.75,wake,16.0
140,Ca_EEG2-1,1.5mA,PreNeutral,1.8333333333333333,sleep,100.0
141,Ca_EEG2-1,1.5mA,PreNeutral,1.8333333333333333,wake,0.0
142,Ca_EEG2-1,1.5mA,PreNeutral,1.9166666666666667,sleep,94.0
143,Ca_EEG2-1,1.5mA,PreNeutral,1.9166666666666667,wake,6.0
144,Ca_EEG2-2,1.5mA,PostAversive,0.0,sleep,0.0
145,Ca_EEG2-2,1.5mA,PostAversive,0.0,wake,100.0
146,Ca_EEG2-2,1.5mA,PostAversive,0.08333333333333333,sleep,0.0
147,Ca_EEG2-2,1.5mA,PostAversive,0.08333333333333333,wake,100.0
148,Ca_EEG2-2,1.5mA,PostAversive,0.16666666666666666,sleep,46.0
149,Ca_EEG2-2,1.5mA,PostAversive,0.16666666666666666,wake,54.0
150,Ca_EEG2-2,1.5mA,PostAversive,0.25,sleep,30.0
151,Ca_EEG2-2,1.5mA,PostAversive,0.25,wake,70.0
152,Ca_EEG2-2,1.5mA,PostAversive,0.3333333333333333,sleep,28.000000000000004
153,Ca_EEG2-2,1.5mA,PostAversive,0.3333333333333333,wake,72.0
154,Ca_EEG2-2,1.5mA,PostAversive,0.4166666666666667,sleep,84.0
155,Ca_EEG2-2,1.5mA,PostAversive,0.4166666666666667,wake,16.0
156,Ca_EEG2-2,1.5mA,PostAversive,0.5,sleep,96.0
157,Ca_EEG2-2,1.5mA,PostAversive,0.5,wake,4.0
158,Ca_EEG2-2,1.5mA,PostAversive,0.5833333333333334,sleep,94.0
159,Ca_EEG2-2,1.5mA,PostAversive,0.5833333333333334,wake,6.0
160,Ca_EEG2-2,1.5mA,PostAversive,0.6666666666666666,sleep,86.0
161,Ca_EEG2-2,1.5mA,PostAversive,0.6666666666666666,wake,14.000000000000002
162,Ca_EEG2-2,1.5mA,PostAversive,0.75,sleep,100.0
163,Ca_EEG2-2,1.5mA,PostAversive,0.75,wake,0.0
164,Ca_EEG2-2,1.5mA,PostAversive,0.8333333333333334,sleep,84.0
165,Ca_EEG2-2,1.5mA,PostAversive,0.8333333333333334,wake,16.0
166,Ca_EEG2-2,1.5mA,PostAversive,0.9166666666666666,sleep,96.0
167,Ca_EEG2-2,1.5mA,PostAversive,0.9166666666666666,wake,4.0
168,Ca_EEG2-2,1.5mA,PostAversive,1.0,sleep,42.0
169,Ca_EEG2-2,1.5mA,PostAversive,1.0,wake,57.99999999999999
170,Ca_EEG2-2,1.5mA,PostAversive,1.0833333333333333,sleep,98.0
171,Ca_EEG2-2,1.5mA,PostAversive,1.0833333333333333,wake,2.0
172,Ca_EEG2-2,1.5mA,PostAversive,1.1666666666666667,sleep,100.0
173,Ca_EEG2-2,1.5mA,PostAversive,1.1666666666666667,wake,0.0
174,Ca_EEG2-2,1.5mA,PostAversive,1.25,sleep,86.0
175,Ca_EEG2-2,1.5mA,PostAversive,1.25,wake,14.000000000000002
176,Ca_EEG2-2,1.5mA,PostAversive,1.3333333333333333,sleep,98.0
177,Ca_EEG2-2,1.5mA,PostAversive,1.3333333333333333,wake,2.0
178,Ca_EEG2-2,1.5mA,PostAversive,1.4166666666666667,sleep,98.0
179,Ca_EEG2-2,1.5mA,PostAversive,1.4166666666666667,wake,2.0
180,Ca_EEG2-2,1.5mA,PostAversive,1.5,sleep,96.0
181,Ca_EEG2-2,1.5mA,PostAversive,1.5,wake,4.0
182,Ca_EEG2-2,1.5mA,PostAversive,1.5833333333333333,sleep,96.0
183,Ca_EEG2-2,1.5mA,PostAversive,1.5833333333333333,wake,4.0
184,Ca_EEG2-2,1.5mA,PostAversive,1.6666666666666667,sleep,94.0
185,Ca_EEG2-2,1.5mA,PostAversive,1.6666666666666667,wake,6.0
186,Ca_EEG2-2,1.5mA,PostAversive,1.75,sleep,88.0
187,Ca_EEG2-2,1.5mA,PostAversive,1.75,wake,12.0
188,Ca_EEG2-2,1.5mA,PostAversive,1.8333333333333333,sleep,20.0
189,Ca_EEG2-2,1.5mA,PostAversive,1.8333333333333333,wake,80.0
190,Ca_EEG2-2,1.5mA,PostAversive,1.9166666666666667,sleep,4.0
191,Ca_EEG2-2,1.5mA,PostAversive,1.9166666666666667,wake,96.0
192,Ca_EEG2-2,1.5mA,PostNeutral,0.0,sleep,0.0
193,Ca_EEG2-2,1.5mA,PostNeutral,0.0,wake,100.0
194,Ca_EEG2-2,1.5mA,PostNeutral,0.08333333333333333,sleep,2.0
195,Ca_EEG2-2,1.5mA,PostNeutral,0.08333333333333333,wake,98.0
196,Ca_EEG2-2,1.5mA,PostNeutral,0.16666666666666666,sleep,2.0
197,Ca_EEG2-2,1.5mA,PostNeutral,0.16666666666666666,wake,98.0
198,Ca_EEG2-2,1.5mA,PostNeutral,0.25,sleep,20.0
199,Ca_EEG2-2,1.5mA,PostNeutral,0.25,wake,80.0
200,Ca_EEG2-2,1.5mA,PostNeutral,0.3333333333333333,sleep,78.0
201,Ca_EEG2-2,1.5mA,PostNeutral,0.3333333333333333,wake,22.0
202,Ca_EEG2-2,1.5mA,PostNeutral,0.4166666666666667,sleep,96.0
203,Ca_EEG2-2,1.5mA,PostNeutral,0.4166666666666667,wake,4.0
204,Ca_EEG2-2,1.5mA,PostNeutral,0.5,sleep,100.0
205,Ca_EEG2-2,1.5mA,PostNeutral,0.5,wake,0.0
206,Ca_EEG2-2,1.5mA,PostNeutral,0.5833333333333334,sleep,100.0
207,Ca_EEG2-2,1.5mA,PostNeutral,0.5833333333333334,wake,0.0
208,Ca_EEG2-2,1.5mA,PostNeutral,0.6666666666666666,sleep,98.0
209,Ca_EEG2-2,1.5mA,PostNeutral,0.6666666666666666,wake,2.0
210,Ca_EEG2-2,1.5mA,PostNeutral,0.75,sleep,98.0
211,Ca_EEG2-2,1.5mA,PostNeutral,0.75,wake,2.0
212,Ca_EEG2-2,1.5mA,PostNeutral,0.8333333333333334,sleep,84.0
213,Ca_EEG2-2,1.5mA,PostNeutral,0.8333333333333334,wake,16.0
214,Ca_EEG2-2,1.5mA,PostNeutral,0.9166666666666666,sleep,92.0
215,Ca_EEG2-2,1.5mA,PostNeutral,0.9166666666666666,wake,8.0
216,Ca_EEG2-2,1.5mA,PostNeutral,1.0,sleep,96.0
217,Ca_EEG2-2,1.5mA,PostNeutral,1.0,wake,4.0
218,Ca_EEG2-2,1.5mA,PostNeutral,1.0833333333333333,sleep,96.0
219,Ca_EEG2-2,1.5mA,PostNeutral,1.0833333333333333,wake,4.0
220,Ca_EEG2-2,1.5mA,PostNeutral,1.1666666666666667,sleep,96.0
221,Ca_EEG2-2,1.5mA,PostNeutral,1.1666666666666667,wake,4.0
222,Ca_EEG2-2,1.5mA,PostNeutral,1.25,sleep,92.0
223,Ca_EEG2-2,1.5mA,PostNeutral,1.25,wake,8.0
224,Ca_EEG2-2,1.5mA,PostNeutral,1.3333333333333333,sleep,96.0
225,Ca_EEG2-2,1.5mA,PostNeutral,1.3333333333333333,wake,4.0
226,Ca_EEG2-2,1.5mA,PostNeutral,1.4166666666666667,sleep,84.0
227,Ca_EEG2-2,1.5mA,PostNeutral,1.4166666666666667,wake,16.0
228,Ca_EEG2-2,1.5mA,PostNeutral,1.5,sleep,94.0
229,Ca_EEG2-2,1.5mA,PostNeutral,1.5,wake,6.0
230,Ca_EEG2-2,1.5mA,PostNeutral,1.5833333333333333,sleep,100.0
231,Ca_EEG2-2,1.5mA,PostNeutral,1.5833333333333333,wake,0.0
232,Ca_EEG2-2,1.5mA,PostNeutral,1.6666666666666667,sleep,92.0
233,Ca_EEG2-2,1.5mA,PostNeutral,1.6666666666666667,wake,8.0
234,Ca_EEG2-2,1.5mA,PostNeutral,1.75,sleep,100.0
235,Ca_EEG2-2,1.5mA,PostNeutral,1.75,wake,0.0
236,Ca_EEG2-2,1.5mA,PostNeutral,1.8333333333333333,sleep,94.0
237,Ca_EEG2-2,1.5mA,PostNeutral,1.8333333333333333,wake,6.0
238,Ca_EEG2-2,1.5mA,PostNeutral,1.9166666666666667,sleep,88.0
239,Ca_EEG2-2,1.5mA,PostNeutral,1.9166666666666667,wake,12.0
240,Ca_EEG2-2,1.5mA,PreNeutral,0.0,sleep,90.0
241,Ca_EEG2-2,1.5mA,PreNeutral,0.0,wake,10.0
242,Ca_EEG2-2,1.5mA,PreNeutral,0.08333333333333333,sleep,72.0
243,Ca_EEG2-2,1.5mA,PreNeutral,0.08333333333333333,wake,28.000000000000004
244,Ca_EEG2-2,1.5mA,PreNeutral,0.16666666666666666,sleep,90.0
245,Ca_EEG2-2,1.5mA,PreNeutral,0.16666666666666666,wake,10.0
246,Ca_EEG2-2,1.5mA,PreNeutral,0.25,sleep,96.0
247,Ca_EEG2-2,1.5mA,PreNeutral,0.25,wake,4.0
248,Ca_EEG2-2,1.5mA,PreNeutral,0.3333333333333333,sleep,92.0
249,Ca_EEG2-2,1.5mA,PreNeutral,0.3333333333333333,wake,8.0
250,Ca_EEG2-2,1.5mA,PreNeutral,0.4166666666666667,sleep,63.63636363636364
251,Ca_EEG2-2,1.5mA,PreNeutral,0.4166666666666667,wake,36.36363636363637
252,Ca_EEG2-2,1.5mA,PreNeutral,0.5,sleep,0.0
253,Ca_EEG2-2,1.5mA,PreNeutral,0.5,wake,0.0
254,Ca_EEG2-2,1.5mA,PreNeutral,0.5833333333333334,sleep,0.0
255,Ca_EEG2-2,1.5mA,PreNeutral,0.5833333333333334,wake,100.0
256,Ca_EEG2-2,1.5mA,PreNeutral,0.6666666666666666,sleep,0.0
257,Ca_EEG2-2,1.5mA,PreNeutral,0.6666666666666666,wake,100.0
258,Ca_EEG2-2,1.5mA,PreNeutral,0.75,sleep,0.0
259,Ca_EEG2-2,1.5mA,PreNeutral,0.75,wake,100.0
260,Ca_EEG2-2,1.5mA,PreNeutral,0.8333333333333334,sleep,0.0
261,Ca_EEG2-2,1.5mA,PreNeutral,0.8333333333333334,wake,100.0
262,Ca_EEG2-2,1.5mA,PreNeutral,0.9166666666666666,sleep,0.0
263,Ca_EEG2-2,1.5mA,PreNeutral,0.9166666666666666,wake,100.0
264,Ca_EEG2-2,1.5mA,PreNeutral,1.0,sleep,4.0
265,Ca_EEG2-2,1.5mA,PreNeutral,1.0,wake,96.0
266,Ca_EEG2-2,1.5mA,PreNeutral,1.0833333333333333,sleep,57.99999999999999
267,Ca_EEG2-2,1.5mA,PreNeutral,1.0833333333333333,wake,42.0
268,Ca_EEG2-2,1.5mA,PreNeutral,1.1666666666666667,sleep,96.0
269,Ca_EEG2-2,1.5mA,PreNeutral,1.1666666666666667,wake,4.0
270,Ca_EEG2-2,1.5mA,PreNeutral,1.25,sleep,90.0
271,Ca_EEG2-2,1.5mA,PreNeutral,1.25,wake,10.0
272,Ca_EEG2-2,1.5mA,PreNeutral,1.3333333333333333,sleep,90.0
273,Ca_EEG2-2,1.5mA,PreNeutral,1.3333333333333333,wake,10.0
274,Ca_EEG2-2,1.5mA,PreNeutral,1.4166666666666667,sleep,92.0
275,Ca_EEG2-2,1.5mA,PreNeutral,1.4166666666666667,wake,8.0
276,Ca_EEG2-2,1.5mA,PreNeutral,1.5,sleep,90.0
277,Ca_EEG2-2,1.5mA,PreNeutral,1.5,wake,10.0
278,Ca_EEG2-2,1.5mA,PreNeutral,1.5833333333333333,sleep,88.0
279,Ca_EEG2-2,1.5mA,PreNeutral,1.5833333333333333,wake,12.0
280,Ca_EEG2-2,1.5mA,PreNeutral,1.6666666666666667,sleep,94.0
281,Ca_EEG2-2,1.5mA,PreNeutral,1.6666666666666667,wake,6.0
282,Ca_EEG2-2,1.5mA,PreNeutral,1.75,sleep,82.0
283,Ca_EEG2-2,1.5mA,PreNeutral,1.75,wake,18.0
284,Ca_EEG2-2,1.5mA,PreNeutral,1.8333333333333333,sleep,70.0
285,Ca_EEG2-2,1.5mA,PreNeutral,1.8333333333333333,wake,30.0
286,Ca_EEG2-2,1.5mA,PreNeutral,1.9166666666666667,sleep,90.0
287,Ca_EEG2-2,1.5mA,PreNeutral,1.9166666666666667,wake,10.0
288,Ca_EEG2-3,1.5mA,PostAversive,0.0,sleep,0.0
289,Ca_EEG2-3,1.5mA,PostAversive,0.0,wake,100.0
290,Ca_EEG2-3,1.5mA,PostAversive,0.08333333333333333,sleep,4.0
291,Ca_EEG2-3,1.5mA,PostAversive,0.08333333333333333,wake,96.0
292,Ca_EEG2-3,1.5mA,PostAversive,0.16666666666666666,sleep,70.0
293,Ca_EEG2-3,1.5mA,PostAversive,0.16666666666666666,wake,30.0
294,Ca_EEG2-3,1.5mA,PostAversive,0.25,sleep,60.0
295,Ca_EEG2-3,1.5mA,PostAversive,0.25,wake,40.0
296,Ca_EEG2-3,1.5mA,PostAversive,0.3333333333333333,sleep,66.0
297,Ca_EEG2-3,1.5mA,PostAversive,0.3333333333333333,wake,34.0
298,Ca_EEG2-3,1.5mA,PostAversive,0.4166666666666667,sleep,0.0
299,Ca_EEG2-3,1.5mA,PostAversive,0.4166666666666667,wake,100.0
300,Ca_EEG2-3,1.5mA,PostAversive,0.5,sleep,50.0
301,Ca_EEG2-3,1.5mA,PostAversive,0.5,wake,50.0
302,Ca_EEG2-3,1.5mA,PostAversive,0.5833333333333334,sleep,92.0
303,Ca_EEG2-3,1.5mA,PostAversive,0.5833333333333334,wake,8.0
304,Ca_EEG2-3,1.5mA,PostAversive,0.6666666666666666,sleep,10.0
305,Ca_EEG2-3,1.5mA,PostAversive,0.6666666666666666,wake,90.0
306,Ca_EEG2-3,1.5mA,PostAversive,0.75,sleep,42.0
307,Ca_EEG2-3,1.5mA,PostAversive,0.75,wake,57.99999999999999
308,Ca_EEG2-3,1.5mA,PostAversive,0.8333333333333334,sleep,82.0
309,Ca_EEG2-3,1.5mA,PostAversive,0.8333333333333334,wake,18.0
310,Ca_EEG2-3,1.5mA,PostAversive,0.9166666666666666,sleep,92.0
311,Ca_EEG2-3,1.5mA,PostAversive,0.9166666666666666,wake,8.0
312,Ca_EEG2-3,1.5mA,PostAversive,1.0,sleep,84.0
313,Ca_EEG2-3,1.5mA,PostAversive,1.0,wake,16.0
314,Ca_EEG2-3,1.5mA,PostAversive,1.0833333333333333,sleep,86.0
315,Ca_EEG2-3,1.5mA,PostAversive,1.0833333333333333,wake,14.000000000000002
316,Ca_EEG2-3,1.5mA,PostAversive,1.1666666666666667,sleep,92.0
317,Ca_EEG2-3,1.5mA,PostAversive,1.1666666666666667,wake,8.0
318,Ca_EEG2-3,1.5mA,PostAversive,1.25,sleep,22.0
319,Ca_EEG2-3,1.5mA,PostAversive,1.25,wake,78.0
320,Ca_EEG2-3,1.5mA,PostAversive,1.3333333333333333,sleep,57.99999999999999
321,Ca_EEG2-3,1.5mA,PostAversive,1.3333333333333333,wake,42.0
322,Ca_EEG2-3,1.5mA,PostAversive,1.4166666666666667,sleep,96.0
323,Ca_EEG2-3,1.5mA,PostAversive,1.4166666666666667,wake,4.0
324,Ca_EEG2-3,1.5mA,PostAversive,1.5,sleep,90.0
325,Ca_EEG2-3,1.5mA,PostAversive,1.5,wake,10.0
326,Ca_EEG2-3,1.5mA,PostAversive,1.5833333333333333,sleep,32.0
327,Ca_EEG2-3,1.5mA,PostAversive,1.5833333333333333,wake,68.0
328,Ca_EEG2-3,1.5mA,PostAversive,1.6666666666666667,sleep,0.0
329,Ca_EEG2-3,1.5mA,PostAversive,1.6666666666666667,wake,100.0
330,Ca_EEG2-3,1.5mA,PostAversive,1.75,sleep,0.0
331,Ca_EEG2-3,1.5mA,PostAversive,1.75,wake,100.0
332,Ca_EEG2-3,1.5mA,PostAversive,1.8333333333333333,sleep,0.0
333,Ca_EEG2-3,1.5mA,PostAversive,1.8333333333333333,wake,100.0
334,Ca_EEG2-3,1.5mA,PostAversive,1.9166666666666667,sleep,68.0
335,Ca_EEG2-3,1.5mA,PostAversive,1.9166666666666667,wake,32.0
336,Ca_EEG2-3,1.5mA,PostNeutral,0.0,sleep,18.0
337,Ca_EEG2-3,1.5mA,PostNeutral,0.0,wake,82.0
338,Ca_EEG2-3,1.5mA,PostNeutral,0.08333333333333333,sleep,12.0
339,Ca_EEG2-3,1.5mA,PostNeutral,0.08333333333333333,wake,88.0
340,Ca_EEG2-3,1.5mA,PostNeutral,0.16666666666666666,sleep,54.0
341,Ca_EEG2-3,1.5mA,PostNeutral,0.16666666666666666,wake,46.0
342,Ca_EEG2-3,1.5mA,PostNeutral,0.25,sleep,82.0
